transit_timestamp,bus_route,total_ridership
2025-01-03 00:00:00,X15,0
2025-01-03 00:00:00,X17,0
2025-01-03 00:00:00,X17A,0
2025-01-03 00:00:00,X17J,0
2025-01-03 00:00:00,X19,0
2025-01-03 00:00:00,X2,0
2025-01-03 00:00:00,X21,0
2025-01-03 00:00:00,X22,0
2025-01-03 00:00:00,X22A,0
2025-01-03 00:00:00,X27,6
2025-01-03 00:00:00,X28,0
2025-01-03 00:00:00,X3,0
2025-01-03 00:00:00,X30,0
2025-01-03 00:00:00,X31,0
2025-01-03 00:00:00,X37,0
2025-01-03 00:00:00,X38,0
2025-01-03 00:00:00,X4,0
2025-01-03 00:00:00,X42,0
2025-01-03 00:00:00,X5,0
2025-01-03 00:00:00,X63,0
2025-01-03 00:00:00,X64,0
2025-01-03 00:00:00,X68,0
2025-01-03 00:00:00,X7,0
2025-01-03 00:00:00,X8,0
2025-01-03 00:00:00,X9,0
2025-01-03 01:00:00,B1,6
2025-01-03 01:00:00,B100,0
2025-01-03 01:00:00,B101,0
2025-01-03 01:00:00,B103,4
2025-01-03 01:00:00,B106,0
2025-01-03 01:00:00,B11,2
2025-01-03 01:00:00,B111,0
2025-01-03 01:00:00,B12,8
2025-01-03 01:00:00,B13,5
2025-01-03 01:00:00,B14,5
2025-01-03 01:00:00,B15,42
2025-01-03 01:00:00,B16,1
2025-01-03 01:00:00,B17,9
2025-01-03 01:00:00,B2,0
2025-01-03 01:00:00,B20,5
2025-01-03 01:00:00,B24,0
2025-01-03 01:00:00,B25,7
2025-01-03 01:00:00,B26,10
2025-01-03 01:00:00,B3,6
2025-01-03 01:00:00,B31,0
2025-01-03 01:00:00,B32,0
2025-01-03 01:00:00,B35,21
2025-01-03 01:00:00,B36,12
2025-01-03 01:00:00,B37,0
2025-01-03 01:00:00,B38,4
2025-01-03 01:00:00,B39,0
2025-01-03 01:00:00,B4,7
2025-01-03 01:00:00,B41,36
2025-01-03 01:00:00,B42,0
2025-01-03 01:00:00,B43,17
2025-01-03 01:00:00,B44,27
2025-01-03 01:00:00,B44+,1
2025-01-03 01:00:00,B45,1
2025-01-03 01:00:00,B46,48
2025-01-03 01:00:00,B46+,0
2025-01-03 01:00:00,B47,8
2025-01-03 01:00:00,B48,5
2025-01-03 01:00:00,B49,9
2025-01-03 01:00:00,B52,16
2025-01-03 01:00:00,B54,17
2025-01-03 01:00:00,B57,6
2025-01-03 01:00:00,B6,25
2025-01-03 01:00:00,B60,7
2025-01-03 01:00:00,B61,5
2025-01-03 01:00:00,B62,15
2025-01-03 01:00:00,B63,16
2025-01-03 01:00:00,B64,6
2025-01-03 01:00:00,B65,0
2025-01-03 01:00:00,B67,2
2025-01-03 01:00:00,B68,3
2025-01-03 01:00:00,B69,0
2025-01-03 01:00:00,B7,2
2025-01-03 01:00:00,B70,3
2025-01-03 01:00:00,B74,0
2025-01-03 01:00:00,B8,15
2025-01-03 01:00:00,B82,26
2025-01-03 01:00:00,B82+,0
2025-01-03 01:00:00,B83,3
2025-01-03 01:00:00,B84,0
2025-01-03 01:00:00,B9,3
2025-01-03 01:00:00,B90,0
2025-01-03 01:00:00,B91,0
2025-01-03 01:00:00,B91A,0
2025-01-03 01:00:00,B92,0
2025-01-03 01:00:00,B93,0
2025-01-03 01:00:00,B94,0
2025-01-03 01:00:00,B96,0
2025-01-03 01:00:00,B98,0
2025-01-03 01:00:00,B98V,0
2025-01-03 01:00:00,B99,0
2025-01-03 01:00:00,BM1,0
2025-01-03 01:00:00,BM2,0
2025-01-03 01:00:00,BM3,0
2025-01-03 01:00:00,BM4,0
2025-01-03 01:00:00,BM5,0
2025-01-03 01:00:00,BX1,9
2025-01-03 01:00:00,BX10,6
2025-01-03 01:00:00,BX11,16
2025-01-03 01:00:00,BX12,11
2025-01-03 01:00:00,BX12+,0
2025-01-03 01:00:00,BX13,2
2025-01-03 01:00:00,BX15,1
2025-01-03 01:00:00,BX16,1
2025-01-03 01:00:00,BX17,0
2025-01-03 01:00:00,BX18,0
2025-01-03 01:00:00,BX18A,0
2025-01-03 01:00:00,BX18B,0
2025-01-03 01:00:00,BX19,6
2025-01-03 01:00:00,BX2,8
2025-01-03 01:00:00,BX20,0
2025-01-03 01:00:00,BX21,8
2025-01-03 01:00:00,BX22,2
2025-01-03 01:00:00,BX23,0
2025-01-03 01:00:00,BX24,0
2025-01-03 01:00:00,BX25,0
2025-01-03 01:00:00,BX26,0
2025-01-03 01:00:00,BX27,0
2025-01-03 01:00:00,BX28,19
2025-01-03 01:00:00,BX29,3
2025-01-03 01:00:00,BX3,8
2025-01-03 01:00:00,BX30,0
2025-01-03 01:00:00,BX31,4
2025-01-03 01:00:00,BX32,0
2025-01-03 01:00:00,BX33,0
2025-01-03 01:00:00,BX34,1
2025-01-03 01:00:00,BX35,4
2025-01-03 01:00:00,BX36,12
2025-01-03 01:00:00,BX38,0
2025-01-03 01:00:00,BX39,1
2025-01-03 01:00:00,BX4,8
2025-01-03 01:00:00,BX40,3
2025-01-03 01:00:00,BX41,7
2025-01-03 01:00:00,BX41+,0
2025-01-03 01:00:00,BX42,6
2025-01-03 01:00:00,BX46,0
2025-01-03 01:00:00,BX4A,0
2025-01-03 01:00:00,BX5,2
2025-01-03 01:00:00,BX6,13
2025-01-03 01:00:00,BX6+,0
2025-01-03 01:00:00,BX7,4
2025-01-03 01:00:00,BX8,0
2025-01-03 01:00:00,BX9,6
2025-01-03 01:00:00,BX90,0
2025-01-03 01:00:00,BX92,0
2025-01-03 01:00:00,BX95,0
2025-01-03 01:00:00,BX99,0
2025-01-03 01:00:00,BXM1,0
2025-01-03 01:00:00,BXM10,0
2025-01-03 01:00:00,BXM11,0
2025-01-03 01:00:00,BXM18,0
2025-01-03 01:00:00,BXM2,0
2025-01-03 01:00:00,BXM3,0
2025-01-03 01:00:00,BXM4,0
2025-01-03 01:00:00,BXM6,0
2025-01-03 01:00:00,BXM7,15
2025-01-03 01:00:00,BXM8,26
2025-01-03 01:00:00,BXM9,5
2025-01-03 01:00:00,D90,0
2025-01-03 01:00:00,D99,0
2025-01-03 01:00:00,F1,0
2025-01-03 01:00:00,J90,0
2025-01-03 01:00:00,J99,0
2025-01-03 01:00:00,L90,0
2025-01-03 01:00:00,L91,0
2025-01-03 01:00:00,L92,0
2025-01-03 01:00:00,M1,17
2025-01-03 01:00:00,M10,12
2025-01-03 01:00:00,M100,5
2025-01-03 01:00:00,M101,70
2025-01-03 01:00:00,M102,29
2025-01-03 01:00:00,M103,26
2025-01-03 01:00:00,M104,8
2025-01-03 01:00:00,M106,0
2025-01-03 01:00:00,M11,1
2025-01-03 01:00:00,M116,5
2025-01-03 01:00:00,M12,0
2025-01-03 01:00:00,M125,4
2025-01-03 01:00:00,M14A,0
2025-01-03 01:00:00,M14A+,1
2025-01-03 01:00:00,M14D,0
2025-01-03 01:00:00,M14D+,23
2025-01-03 01:00:00,M15,68
2025-01-03 01:00:00,M15+,0
2025-01-03 01:00:00,M2,17
2025-01-03 01:00:00,M20,1
2025-01-03 01:00:00,M21,0
2025-01-03 01:00:00,M22,1
2025-01-03 01:00:00,M23+,4
2025-01-03 01:00:00,M3,2
2025-01-03 01:00:00,M31,3
2025-01-03 01:00:00,M34+,1
2025-01-03 01:00:00,M34A+,0
2025-01-03 01:00:00,M35,0
2025-01-03 01:00:00,M4,0
2025-01-03 01:00:00,M42,2
2025-01-03 01:00:00,M5,10
2025-01-03 01:00:00,M50,3
2025-01-03 01:00:00,M55,0
2025-01-03 01:00:00,M57,1
2025-01-03 01:00:00,M60+,8
2025-01-03 01:00:00,M66,1
2025-01-03 01:00:00,M7,11
2025-01-03 01:00:00,M72,0
2025-01-03 01:00:00,M79+,5
2025-01-03 01:00:00,M8,0
2025-01-03 01:00:00,M86+,14
2025-01-03 01:00:00,M9,0
2025-01-03 01:00:00,M90,0
2025-01-03 01:00:00,M96,8
2025-01-03 01:00:00,M98,0
2025-01-03 01:00:00,M99,0
2025-01-03 01:00:00,Q06,32
2025-01-03 01:00:00,Q07,5
2025-01-03 01:00:00,Q08,0
2025-01-03 01:00:00,Q09,0
2025-01-03 01:00:00,Q1,9
2025-01-03 01:00:00,Q10,98
2025-01-03 01:00:00,Q100,6
2025-01-03 01:00:00,Q101,7
2025-01-03 01:00:00,Q102,1
2025-01-03 01:00:00,Q103,0
2025-01-03 01:00:00,Q104,0
2025-01-03 01:00:00,Q107,0
2025-01-03 01:00:00,Q108,0
2025-01-03 01:00:00,Q109,0
2025-01-03 01:00:00,Q11,5
2025-01-03 01:00:00,Q110,8
2025-01-03 01:00:00,Q111,26
2025-01-03 01:00:00,Q112,0
2025-01-03 01:00:00,Q113,0
2025-01-03 01:00:00,Q114,24
2025-01-03 01:00:00,Q115,0
2025-01-03 01:00:00,Q12,6
2025-01-03 01:00:00,Q121,0
2025-01-03 01:00:00,Q13,21
2025-01-03 01:00:00,Q14,0
2025-01-03 01:00:00,Q15,0
2025-01-03 01:00:00,Q15A,0
2025-01-03 01:00:00,Q16,2
2025-01-03 01:00:00,Q17,40
2025-01-03 01:00:00,Q18,20
2025-01-03 01:00:00,Q19,0
2025-01-03 01:00:00,Q2,14
2025-01-03 01:00:00,Q20,0
2025-01-03 01:00:00,Q20A,18
2025-01-03 01:00:00,Q20B,0
2025-01-03 01:00:00,Q21,5
2025-01-03 01:00:00,Q22,1
2025-01-03 01:00:00,Q23,42
2025-01-03 01:00:00,Q24,1
2025-01-03 01:00:00,Q25,24
2025-01-03 01:00:00,Q26,0
2025-01-03 01:00:00,Q27,40
2025-01-03 01:00:00,Q28,7
2025-01-03 01:00:00,Q29,4
2025-01-03 01:00:00,Q3,27
2025-01-03 01:00:00,Q30,0
2025-01-03 01:00:00,Q31,0
2025-01-03 01:00:00,Q32,30
2025-01-03 01:00:00,Q33,33
2025-01-03 01:00:00,Q34,0
2025-01-03 01:00:00,Q35,3
2025-01-03 01:00:00,Q36,20
2025-01-03 01:00:00,Q37,18
2025-01-03 01:00:00,Q38,0
2025-01-03 01:00:00,Q39,2
2025-01-03 01:00:00,Q4,20
2025-01-03 01:00:00,Q40,5
2025-01-03 01:00:00,Q41,1
2025-01-03 01:00:00,Q42,0
2025-01-03 01:00:00,Q43,29
2025-01-03 01:00:00,Q44+,14
2025-01-03 01:00:00,Q45,0
2025-01-03 01:00:00,Q46,19
2025-01-03 01:00:00,Q47,0
2025-01-03 01:00:00,Q48,2
2025-01-03 01:00:00,Q49,19
2025-01-03 01:00:00,Q5,36
2025-01-03 01:00:00,Q50,1
2025-01-03 01:00:00,Q51,0
2025-01-03 01:00:00,Q52+,0
2025-01-03 01:00:00,Q53+,11
2025-01-03 01:00:00,Q54,15
2025-01-03 01:00:00,Q55,13
2025-01-03 01:00:00,Q56,5
2025-01-03 01:00:00,Q58,50
2025-01-03 01:00:00,Q59,9
2025-01-03 01:00:00,Q60,23
2025-01-03 01:00:00,Q61,0
2025-01-03 01:00:00,Q63,0
2025-01-03 01:00:00,Q64,14
2025-01-03 01:00:00,Q65,69
2025-01-03 01:00:00,Q66,23
2025-01-03 01:00:00,Q67,0
2025-01-03 01:00:00,Q69,4
2025-01-03 01:00:00,Q70+,0
2025-01-03 01:00:00,Q72,14
2025-01-03 01:00:00,Q74,0
2025-01-03 01:00:00,Q75,0
2025-01-03 01:00:00,Q76,0
2025-01-03 01:00:00,Q77,0
2025-01-03 01:00:00,Q80,0
2025-01-03 01:00:00,Q82,0
2025-01-03 01:00:00,Q83,17
2025-01-03 01:00:00,Q84,11
2025-01-03 01:00:00,Q85,13
2025-01-03 01:00:00,Q86,0
2025-01-03 01:00:00,Q87,0
2025-01-03 01:00:00,Q88,0
2025-01-03 01:00:00,Q89,0
2025-01-03 01:00:00,Q90,0
2025-01-03 01:00:00,Q92,0
2025-01-03 01:00:00,Q93,0
2025-01-03 01:00:00,Q94,0
2025-01-03 01:00:00,Q95,0
2025-01-03 01:00:00,Q96,0
2025-01-03 01:00:00,Q97,0
2025-01-03 01:00:00,Q98,0
2025-01-03 01:00:00,Q98V,0
2025-01-03 01:00:00,QM1,0
2025-01-03 01:00:00,QM10,0
2025-01-03 01:00:00,QM11,0
2025-01-03 01:00:00,QM12,0
2025-01-03 01:00:00,QM15,0
2025-01-03 01:00:00,QM16,0
2025-01-03 01:00:00,QM17,0
2025-01-03 01:00:00,QM18,0
2025-01-03 01:00:00,QM2,0
2025-01-03 01:00:00,QM20,0
2025-01-03 01:00:00,QM21,0
2025-01-03 01:00:00,QM24,0
2025-01-03 01:00:00,QM25,0
2025-01-03 01:00:00,QM3,0
2025-01-03 01:00:00,QM31,0
2025-01-03 01:00:00,QM32,0
2025-01-03 01:00:00,QM34,0
2025-01-03 01:00:00,QM35,0
2025-01-03 01:00:00,QM36,2
2025-01-03 01:00:00,QM4,0
2025-01-03 01:00:00,QM40,0
2025-01-03 01:00:00,QM42,0
2025-01-03 01:00:00,QM44,0
2025-01-03 01:00:00,QM5,0
2025-01-03 01:00:00,QM6,0
2025-01-03 01:00:00,QM63,0
2025-01-03 01:00:00,QM64,0
2025-01-03 01:00:00,QM65,0
2025-01-03 01:00:00,QM68,0
2025-01-03 01:00:00,QM7,0
2025-01-03 01:00:00,QM8,0
2025-01-03 01:00:00,S40,20
2025-01-03 01:00:00,S42,0
2025-01-03 01:00:00,S44,0
2025-01-03 01:00:00,S46,11
2025-01-03 01:00:00,S48,7
2025-01-03 01:00:00,S51,6
2025-01-03 01:00:00,S52,1
2025-01-03 01:00:00,S53,14
2025-01-03 01:00:00,S54,0
2025-01-03 01:00:00,S55,0
2025-01-03 01:00:00,S56,0
2025-01-03 01:00:00,S57,0
2025-01-03 01:00:00,S59,4
2025-01-03 01:00:00,S61,0
2025-01-03 01:00:00,S62,22
2025-01-03 01:00:00,S66,2
2025-01-03 01:00:00,S74,10
2025-01-03 01:00:00,S76,0
2025-01-03 01:00:00,S78,7
2025-01-03 01:00:00,S79+,0
2025-01-03 01:00:00,S81,0
2025-01-03 01:00:00,S84,0
2025-01-03 01:00:00,S86,0
2025-01-03 01:00:00,S89,0
2025-01-03 01:00:00,S90,0
2025-01-03 01:00:00,S91,0
2025-01-03 01:00:00,S92,0
2025-01-03 01:00:00,S93,0
2025-01-03 01:00:00,S94,0
2025-01-03 01:00:00,S96,0
2025-01-03 01:00:00,S98,0
2025-01-03 01:00:00,SIM1,0
2025-01-03 01:00:00,SIM10,0
2025-01-03 01:00:00,SIM11,0
2025-01-03 01:00:00,SIM15,0
2025-01-03 01:00:00,SIM1C,25
2025-01-03 01:00:00,SIM2,0
2025-01-03 01:00:00,SIM22,0
2025-01-03 01:00:00,SIM23,0
2025-01-03 01:00:00,SIM24,0
2025-01-03 01:00:00,SIM25,0
2025-01-03 01:00:00,SIM26,0
2025-01-03 01:00:00,SIM3,0
2025-01-03 01:00:00,SIM30,0
2025-01-03 01:00:00,SIM31,0
2025-01-03 01:00:00,SIM32,0
2025-01-03 01:00:00,SIM33,0
2025-01-03 01:00:00,SIM33C,9
2025-01-03 01:00:00,SIM34,0
2025-01-03 01:00:00,SIM35,0
2025-01-03 01:00:00,SIM3C,9
2025-01-03 01:00:00,SIM4,0
2025-01-03 01:00:00,SIM4C,0
2025-01-03 01:00:00,SIM4X,0
2025-01-03 01:00:00,SIM5,0
2025-01-03 01:00:00,SIM5X,0
2025-01-03 01:00:00,SIM6,0
2025-01-03 01:00:00,SIM6X,0
2025-01-03 01:00:00,SIM7,0
2025-01-03 01:00:00,SIM8,0
2025-01-03 01:00:00,SIM8X,0
2025-01-03 01:00:00,SIM9,0
2025-01-03 01:00:00,T113,0
2025-01-03 01:00:00,T426,0
2025-01-03 01:00:00,X1,0
2025-01-03 01:00:00,X10,0
2025-01-03 01:00:00,X10B,0
2025-01-03 01:00:00,X11,0
2025-01-03 01:00:00,X12,0
2025-01-03 01:00:00,X14,0
2025-01-03 01:00:00,X15,0
2025-01-03 01:00:00,X17,0
2025-01-03 01:00:00,X17A,0
2025-01-03 01:00:00,X17J,0
2025-01-03 01:00:00,X19,0
2025-01-03 01:00:00,X2,0
2025-01-03 01:00:00,X21,0
2025-01-03 01:00:00,X22,0
2025-01-03 01:00:00,X22A,0
2025-01-03 01:00:00,X27,0
2025-01-03 01:00:00,X28,0
2025-01-03 01:00:00,X3,0
2025-01-03 01:00:00,X30,0
2025-01-03 01:00:00,X31,0
2025-01-03 01:00:00,X37,0
2025-01-03 01:00:00,X38,0
2025-01-03 01:00:00,X4,0
2025-01-03 01:00:00,X42,0
2025-01-03 01:00:00,X5,0
2025-01-03 01:00:00,X63,0
2025-01-03 01:00:00,X64,0
2025-01-03 01:00:00,X68,0
2025-01-03 01:00:00,X7,0
2025-01-03 01:00:00,X8,0
2025-01-03 01:00:00,X9,0
2025-01-03 02:00:00,B1,9
2025-01-03 02:00:00,B100,0
2025-01-03 02:00:00,B101,0
2025-01-03 02:00:00,B103,1
2025-01-03 02:00:00,B106,0
2025-01-03 02:00:00,B11,0
2025-01-03 02:00:00,B111,0
2025-01-03 02:00:00,B12,9
2025-01-03 02:00:00,B13,0
2025-01-03 02:00:00,B14,0
2025-01-03 02:00:00,B15,54
2025-01-03 02:00:00,B16,0
2025-01-03 02:00:00,B17,13
2025-01-03 02:00:00,B2,0
2025-01-03 02:00:00,B20,0
2025-01-03 02:00:00,B24,0
2025-01-03 02:00:00,B25,1
2025-01-03 02:00:00,B26,3
2025-01-03 02:00:00,B3,5
2025-01-03 02:00:00,B31,0
2025-01-03 02:00:00,B32,0
2025-01-03 02:00:00,B35,17
2025-01-03 02:00:00,B36,7
2025-01-03 02:00:00,B37,0
2025-01-03 02:00:00,B38,9
2025-01-03 02:00:00,B39,0
2025-01-03 02:00:00,B4,2
2025-01-03 02:00:00,B41,25
2025-01-03 02:00:00,B42,1
2025-01-03 02:00:00,B43,4
2025-01-03 02:00:00,B44,13
2025-01-03 02:00:00,B44+,0
2025-01-03 02:00:00,B45,0
2025-01-03 02:00:00,B46,13
2025-01-03 02:00:00,B46+,0
2025-01-03 02:00:00,B47,6
2025-01-03 02:00:00,B48,10
2025-01-03 02:00:00,B49,0
2025-01-03 02:00:00,B52,6
2025-01-03 02:00:00,B54,3
2025-01-03 02:00:00,B57,0
2025-01-03 02:00:00,B6,13
2025-01-03 02:00:00,B60,9
2025-01-03 02:00:00,B61,10
2025-01-03 02:00:00,B62,2
2025-01-03 02:00:00,B63,5
2025-01-03 02:00:00,B64,0
2025-01-03 02:00:00,B65,0
2025-01-03 02:00:00,B67,0
2025-01-03 02:00:00,B68,6
2025-01-03 02:00:00,B69,0
2025-01-03 02:00:00,B7,0
2025-01-03 02:00:00,B70,0
2025-01-03 02:00:00,B74,0
2025-01-03 02:00:00,B8,12
2025-01-03 02:00:00,B82,15
2025-01-03 02:00:00,B82+,0
2025-01-03 02:00:00,B83,0
2025-01-03 02:00:00,B84,0
2025-01-03 02:00:00,B9,0
2025-01-03 02:00:00,B90,0
2025-01-03 02:00:00,B91,0
2025-01-03 02:00:00,B91A,0
2025-01-03 02:00:00,B92,0
2025-01-03 02:00:00,B93,0
2025-01-03 02:00:00,B94,0
2025-01-03 02:00:00,B96,0
2025-01-03 02:00:00,B98,0
2025-01-03 02:00:00,B98V,0
2025-01-03 02:00:00,B99,0
2025-01-03 02:00:00,BM1,0
2025-01-03 02:00:00,BM2,0
2025-01-03 02:00:00,BM3,0
2025-01-03 02:00:00,BM4,0
2025-01-03 02:00:00,BM5,0
2025-01-03 02:00:00,BX1,2
2025-01-03 02:00:00,BX10,4
2025-01-03 02:00:00,BX11,8
2025-01-03 02:00:00,BX12,8
2025-01-03 02:00:00,BX12+,0
2025-01-03 02:00:00,BX13,0
2025-01-03 02:00:00,BX15,7
2025-01-03 02:00:00,BX16,0
2025-01-03 02:00:00,BX17,0
2025-01-03 02:00:00,BX18,0
2025-01-03 02:00:00,BX18A,0
2025-01-03 02:00:00,BX18B,0
2025-01-03 02:00:00,BX19,4
2025-01-03 02:00:00,BX2,0
2025-01-03 02:00:00,BX20,0
2025-01-03 02:00:00,BX21,3
2025-01-03 02:00:00,BX22,1
2025-01-03 02:00:00,BX23,0
2025-01-03 02:00:00,BX24,0
2025-01-03 02:00:00,BX25,0
2025-01-03 02:00:00,BX26,0
2025-01-03 02:00:00,BX27,0
2025-01-03 02:00:00,BX28,4
2025-01-03 02:00:00,BX29,1
2025-01-03 02:00:00,BX3,0
2025-01-03 02:00:00,BX30,0
2025-01-03 02:00:00,BX31,0
2025-01-03 02:00:00,BX32,0
2025-01-03 02:00:00,BX33,0
2025-01-03 02:00:00,BX34,0
2025-01-03 02:00:00,BX35,4
2025-01-03 02:00:00,BX36,2
2025-01-03 02:00:00,BX38,0
2025-01-03 02:00:00,BX39,0
2025-01-03 02:00:00,BX4,0
2025-01-03 02:00:00,BX40,9
2025-01-03 02:00:00,BX41,4
2025-01-03 02:00:00,BX41+,0
2025-01-03 02:00:00,BX42,0
2025-01-03 02:00:00,BX46,0
2025-01-03 02:00:00,BX4A,0
2025-01-03 02:00:00,BX5,0
2025-01-03 02:00:00,BX6,9
2025-01-03 02:00:00,BX6+,0
2025-01-03 02:00:00,BX7,0
2025-01-03 02:00:00,BX8,0
2025-01-03 02:00:00,BX9,10
2025-01-03 02:00:00,BX90,0
2025-01-03 02:00:00,BX92,0
2025-01-03 02:00:00,BX95,0
2025-01-03 02:00:00,BX99,0
2025-01-03 02:00:00,BXM1,0
2025-01-03 02:00:00,BXM10,0
2025-01-03 02:00:00,BXM11,0
2025-01-03 02:00:00,BXM18,0
2025-01-03 02:00:00,BXM2,0
2025-01-03 02:00:00,BXM3,0
2025-01-03 02:00:00,BXM4,1
2025-01-03 02:00:00,BXM6,0
2025-01-03 02:00:00,BXM7,0
2025-01-03 02:00:00,BXM8,0
2025-01-03 02:00:00,BXM9,0
2025-01-03 02:00:00,D90,0
2025-01-03 02:00:00,D99,0
2025-01-03 02:00:00,F1,0
2025-01-03 02:00:00,J90,0
2025-01-03 02:00:00,J99,0
2025-01-03 02:00:00,L90,0
2025-01-03 02:00:00,L91,0
2025-01-03 02:00:00,L92,0
2025-01-03 02:00:00,M1,0
2025-01-03 02:00:00,M10,2
2025-01-03 02:00:00,M100,0
2025-01-03 02:00:00,M101,23
2025-01-03 02:00:00,M102,18
2025-01-03 02:00:00,M103,17
2025-01-03 02:00:00,M104,3
2025-01-03 02:00:00,M106,0
2025-01-03 02:00:00,M11,0
2025-01-03 02:00:00,M116,0
2025-01-03 02:00:00,M12,0
2025-01-03 02:00:00,M125,6
2025-01-03 02:00:00,M14A,0
2025-01-03 02:00:00,M14A+,6
2025-01-03 02:00:00,M14D,0
2025-01-03 02:00:00,M14D+,2
2025-01-03 02:00:00,M15,35
2025-01-03 02:00:00,M15+,0
2025-01-03 02:00:00,M2,8
2025-01-03 02:00:00,M20,0
2025-01-03 02:00:00,M21,0
2025-01-03 02:00:00,M22,0
2025-01-03 02:00:00,M23+,4
2025-01-03 02:00:00,M3,0
2025-01-03 02:00:00,M31,0
2025-01-03 02:00:00,M34+,0
2025-01-03 02:00:00,M34A+,0
2025-01-03 02:00:00,M35,0
2025-01-03 02:00:00,M4,0
2025-01-03 02:00:00,M42,6
2025-01-03 02:00:00,M5,1
2025-01-03 02:00:00,M50,0
2025-01-03 02:00:00,M55,0
2025-01-03 02:00:00,M57,0
2025-01-03 02:00:00,M60+,21
2025-01-03 02:00:00,M66,0
2025-01-03 02:00:00,M7,5
2025-01-03 02:00:00,M72,0
2025-01-03 02:00:00,M79+,1
2025-01-03 02:00:00,M8,0
2025-01-03 02:00:00,M86+,3
2025-01-03 02:00:00,M9,0
2025-01-03 02:00:00,M90,0
2025-01-03 02:00:00,M96,5
2025-01-03 02:00:00,M98,0
2025-01-03 02:00:00,M99,0
2025-01-03 02:00:00,Q06,34
2025-01-03 02:00:00,Q07,0
2025-01-03 02:00:00,Q08,0
2025-01-03 02:00:00,Q09,0
2025-01-03 02:00:00,Q1,5
2025-01-03 02:00:00,Q10,76
2025-01-03 02:00:00,Q100,2
2025-01-03 02:00:00,Q101,4
2025-01-03 02:00:00,Q102,0
2025-01-03 02:00:00,Q103,0
2025-01-03 02:00:00,Q104,0
2025-01-03 02:00:00,Q107,0
2025-01-03 02:00:00,Q108,0
2025-01-03 02:00:00,Q109,0
2025-01-03 02:00:00,Q11,4
2025-01-03 02:00:00,Q110,15
2025-01-03 02:00:00,Q111,22
2025-01-03 02:00:00,Q112,0
2025-01-03 02:00:00,Q113,0
2025-01-03 02:00:00,Q114,15
2025-01-03 02:00:00,Q115,0
2025-01-03 02:00:00,Q12,4
2025-01-03 02:00:00,Q121,0
2025-01-03 02:00:00,Q13,5
2025-01-03 02:00:00,Q14,0
2025-01-03 02:00:00,Q15,0
2025-01-03 02:00:00,Q15A,0
2025-01-03 02:00:00,Q16,0
2025-01-03 02:00:00,Q17,12
2025-01-03 02:00:00,Q18,2
2025-01-03 02:00:00,Q19,0
2025-01-03 02:00:00,Q2,1
2025-01-03 02:00:00,Q20,0
2025-01-03 02:00:00,Q20A,13
2025-01-03 02:00:00,Q20B,0
2025-01-03 02:00:00,Q21,0
2025-01-03 02:00:00,Q22,0
2025-01-03 02:00:00,Q23,0
2025-01-03 02:00:00,Q24,9
2025-01-03 02:00:00,Q25,7
2025-01-03 02:00:00,Q26,0
2025-01-03 02:00:00,Q27,24
2025-01-03 02:00:00,Q28,7
2025-01-03 02:00:00,Q29,0
2025-01-03 02:00:00,Q3,26
2025-01-03 02:00:00,Q30,0
2025-01-03 02:00:00,Q31,0
2025-01-03 02:00:00,Q32,0
2025-01-03 02:00:00,Q33,15
2025-01-03 02:00:00,Q34,0
2025-01-03 02:00:00,Q35,1
2025-01-03 02:00:00,Q36,9
2025-01-03 02:00:00,Q37,0
2025-01-03 02:00:00,Q38,0
2025-01-03 02:00:00,Q39,5
2025-01-03 02:00:00,Q4,17
2025-01-03 02:00:00,Q40,2
2025-01-03 02:00:00,Q41,0
2025-01-03 02:00:00,Q42,0
2025-01-03 02:00:00,Q43,19
2025-01-03 02:00:00,Q44+,27
2025-01-03 02:00:00,Q45,0
2025-01-03 02:00:00,Q46,9
2025-01-03 02:00:00,Q47,0
2025-01-03 02:00:00,Q48,1
2025-01-03 02:00:00,Q49,0
2025-01-03 02:00:00,Q5,13
2025-01-03 02:00:00,Q50,0
2025-01-03 02:00:00,Q51,0
2025-01-03 02:00:00,Q52+,0
2025-01-03 02:00:00,Q53+,14
2025-01-03 02:00:00,Q54,17
2025-01-03 02:00:00,Q55,6
2025-01-03 02:00:00,Q56,7
2025-01-03 02:00:00,Q58,11
2025-01-03 02:00:00,Q59,20
2025-01-03 02:00:00,Q60,27
2025-01-03 02:00:00,Q61,0
2025-01-03 02:00:00,Q63,0
2025-01-03 02:00:00,Q64,6
2025-01-03 02:00:00,Q65,50
2025-01-03 02:00:00,Q66,20
2025-01-03 02:00:00,Q67,0
2025-01-03 02:00:00,Q69,0
2025-01-03 02:00:00,Q70+,1
2025-01-03 02:00:00,Q72,0
2025-01-03 02:00:00,Q74,0
2025-01-03 02:00:00,Q75,0
2025-01-03 02:00:00,Q76,0
2025-01-03 02:00:00,Q77,0
2025-01-03 02:00:00,Q80,0
2025-01-03 02:00:00,Q82,0
2025-01-03 02:00:00,Q83,10
2025-01-03 02:00:00,Q84,0
2025-01-03 02:00:00,Q85,19
2025-01-03 02:00:00,Q86,0
2025-01-03 02:00:00,Q87,0
2025-01-03 02:00:00,Q88,0
2025-01-03 02:00:00,Q89,0
2025-01-03 02:00:00,Q90,0
2025-01-03 02:00:00,Q92,0
2025-01-03 02:00:00,Q93,0
2025-01-03 02:00:00,Q94,0
2025-01-03 02:00:00,Q95,0
2025-01-03 02:00:00,Q96,0
